name,stand,country,description,sectors
Jobzyn,"TBC, TBC",Morocco,"Jobzyn is the AI-native recruitment platform built for MEA. We replace the entire hiring funnel with AI â from sourcing and CV pre-screening to video interviews and shortlisting.<br />
<br />
Our pl",Software Services; HR Tech
Jodoor Greentech,"23B-31, Hall 23",Morocco,Jodoor is an AgFinTech startup building climate-resilient hydroponic farms for heat- and water-stressed regions across Africa and MENA. Combining patented technology with local expertise and a low-cos,"AgriTech & FoodTech; Climate-Smart Agriculture; Aquaculture novel technologies; Agriculture 4.0 (Crop Production and Livestock); Aeroponics, Hydroponics"
Jony Travel,"22C-03, Hall 22",Morocco,"Founded in 2019 in Marrakech, Jony Travel is a premium mobility operator active across Moroccoâs major cities. Drawing on over 15 years of experience in the sector, the company has developed a propr",Future Mobility & Transportation; Artificial Intelligence; Smart Cities; Software Services; Sustainability & Green Climate - Tech; Chatbots / Virtual Assistant; Fleet & Logistics Solutions; Fleet Management; Revenue Management; Mobility Enterprise Solutions
Justyol,"TBC, TBC",Morocco,"Justyol is a cross-border e-commerce platform headquartered in Morocco, connecting consumers with quality products sourced from Turkey, China, and local Moroccan suppliers.<br />
Justyol was founded t","Ecommerce; Web App, Design and Development; Platforms; ERP / Business Management; eLogistics; eCommerce Software"
Kairn,"23B-61, Hall 23",Morocco,"Kairn builds the infrastructure that makes any software product AI-native. Every company adding AI faces the same problem: agents forget users, can't take actions, and require months of custom enginee",Artificial Intelligence; Coding and Development; Enterprise Applications; Backend Development; Artificial Intelligence; Planning and Optimization; Data Extraction; Cognitive computing; Chatbots / Virtual Assistant
KANOA SARLAU,"22D-42, Hall 22",Morocco,"KANOA is a mobile ordering and payment platform built for high-traffic events and venuesâfestivals, stadiums, concerts, and professional trade shows.<br />
<br />
Today, the problem is simple: queue",Retail Tech; Software Services; Mobile Applications; Data Analytics & Automation; CRM (Customer Relationship Management) Software; Business Intelligence Solutions; Application integration and infrastructure; E-commerce & M-commerce - Mobile Commerce; E-commerce & M-commerce - Click & Collect Solutions
Karizma Group,"3C-35, Hall 3",Morocco,"Karizma Group is a leading digital transformation and technology consulting firm based in Morocco, helping organizations accelerate their innovation and operational efficiency through advanced enterpr",Cloud Services; Digital Finance; Artificial Intelligence; Software Services; Big Data & Analytics; CRM (Customer Relationship Management) Software; Application integration and infrastructure; Open Banking / API; Enterprise Software / Operating Systems; Software as a Service - SaaS
Kenz'up,"17C-15, Hall 17",Morocco,"kenzup is a Moroccan fintech platform that combines loyalty and digital financial services within one ecosystem. Through its mobile app, kenzup enables users to earn cashback and rewards from their ev",
KEY INTELLIGENT TECHNOLOGY,"22C-39, Hall 22",Morocco,"Key intelligent technology a 100% moroccan company leader in robotics, artifical intelligence solutions.<br />
Our organization is structured around several key divisions:<br />
First, Industrial and ",Internet of Things (IOT); Artificial Intelligence; Smart Cities; AgriTech & FoodTech; Smart Manufacturing; Robotics; Smart Hardware Technology - Robotics; Robotics; Robotic Process Automation; Optical character recognition (OCR)
KG Technologies & Services,"23C-16, Hall 23",Morocco,"KG Technologies & Services is a Moroccan FinTech delivering innovative financial solutions for banking institutions. Driven by a team of seasoned experts with deep knowledge of banking ecosystems, we ",Artificial Intelligence; Software Services; Coding and Development; Digital Finance; Data Extraction; Content Creation; Chatbots / Virtual Assistant; Data Analytics & Automation; Business Process Management; RegTech / Audit / Regulatory Compliance
KHABIRY,"TBC, TBC",Morocco,"KHABIRY is an online learning platform that provides practical, high-quality courses designed for individuals, families, students, and professionals across Morocco and the MENA region. Our mission is ",
Kiddo Education Studio,"22D-37, Hall 22",Morocco,"Kiddo Education is a game studio building narrative-driven experiences that transform how people learn and explore the world.<br />
<br />
Our flagship project, Mathpunk Chronicles, is a mobile âmat",Gaming; Education Tech; Game Based Learning Programs & Simulations; Mobile learning solutions; STEAM Education & Robotics; Game Design / Creation; Game Testing; Gaming Services; Mobile Gaming; PC Gaming
Kiwi Collecte,"22D-44, Hall 22",Morocco,"Kiwi Collecte, Africaâs first licensed crowdfunding platform, is a true pioneer. To date, weâve raised over 15 million dirhams through donations and reward-based campaigns supporting education, sp",
KLIT.MA,"22C-37, Hall 22",Morocco,"Moroccan restaurants lose 20-35% of every delivery order to platform commissions. KLIT fixes that, each restaurant gets its own ordering website, WhatsApp ordering, CRM, and delivery dispatch for a fl",
KNIGHTEYE,"7A-3, Hall 5",Morocco,"KNIGHTEYE Technologies is a next-generation autonomous systems company delivering secure manufacturing, defense-grade robotics, tactical UAV solutions, and industrial cybersecurity.<br />
We unify har",Cyber security; Artificial Intelligence; 3D Printing & Printing Services; Smart Manufacturing; Unmanned Aerial Vehicles (Drones); Telecommunication & Network Security; Software Development Security; Security Credentials; Security Architecture & Design; Ransomware
Koding Schools,"23C-14, Hall 23",Morocco,Koding Schools is an AI-powered EdTech platform designed to help primary and middle schools integrate digital literacy and artificial intelligence into everyday learning. It addresses a critical gap: ,Education Tech; Learning strategy; Game Based Learning Programs & Simulations; EdTech & Smart Classroom Solution; Artificial Intelligence & IOT
Konfluance Climate,"23B-67, Hall 23",Morocco,"AI-powered carbon MRV SaaS closing the loop between measurement, compliance & finance.<br />
<br />
Konfluance combines AI-powered SaaS and expert advisory,  building the full carbon and biodiversity ",Sustainability & Green Climate - Tech; Sustainable Systems - Carbon Marketplace & Offset; Sustainable Finance; Government Authorities & Environment Agencies; ESG Business Services - Reporting Tools; ESG Business Services - Platform; ESG Business Services - Advisory; Decarbonisation Solutions & Technologies; Biodiversity & Ecosystem Preservation; Sustainable Systems - Processing
KONSTATEC,"23B-52, Hall 23",Morocco,KONSTATEC is an AI-powered InsurTech platform from Morocco that digitizes the entire car accident and claims journey for insurers and their customers. Think of it as the real-time coordination layer f,Future Mobility & Transportation; Artificial Intelligence; Smart Cities; Software Services; Digital Finance; InsureTech; Insurance Solutions; Data Analytics / Big Data / IoT; Pattern Recognition; Mobility As A Service - Maas
Kool&Save,"TBC, TBC",Morocco,"Kool&Save is a food-saving platform that connects consumers and merchants to rescue unsold food through surprise baskets at discounted prices, reducing food waste while creating value for both sides.<",AgriTech & FoodTech; Retail Tech; Sustainability & Green Climate - Tech; Food & Agriculture; E-commerce & M-commerce - Mobile Commerce; E-commerce & M-commerce - E-Commerce Platforms; E-commerce & M-commerce - Click & Collect Solutions; Food Losses & Waste
KOP,"TBC, TBC",Morocco,"KOP is an AI-powered HR copilot designed to transform how companies access and manage talent. Unlike traditional recruitment firms, KOP removes commission-based models and instead provides a flexible,",Artificial Intelligence; Software Services; Big Data & Analytics; HR Tech; ERP (Enterprise Resource Planning) Software; Business Process Management; Python; Data Management; Dashboard; Business Intelligence
KubicBits,"22C-43, Hall 22",Morocco,"KubicBits is a Casablanca-based B2B AI startup that automates enterprise business processes through intelligent AI agents â without touching your existing ERP systems.<br />
<br />
<br />
Our produc",Artificial Intelligence; Software Services; Big Data & Analytics; Cloud Services; Applications; Planning and Optimization; Machine Learning; Data Extraction; Computer Vision; Chatbots / Virtual Assistant
LaStartupStation,"11D-20, Hall 11",Morocco,"LaStartupStation est un hub dâinnovation basÃ© Ã  Casablanca, qui accompagne le dÃ©veloppement de startups, de talents et de projets numÃ©riques Ã  fort impact. Ã travers des programmes de formatio",
LATCO,"18C-40, Hall 18",Morocco,"Notre sociÃ©tÃ©<br />
Depuis 1970 â date de dÃ©but de notre activitÃ© - notre objectif majeur est la satisfaction de notre clientÃ¨le. <br />
<br />
En offrant des produits leader dans le monde enti","Media, Marketing & Advertising Tech; Mobile Accessories & Peripherals; Retail Tech; Education Tech; Ad Trading; Virtual classroom technology and services; Specialist learning systems; Smart Class Room Solution; Mobile learning solutions; Learning Improvement Tech & Devices"
LazXR,"22B-24, Hall 22",Morocco,"LAZXR is a SaaS platform building the digital infrastructure for fashion brands. It combines 3D product and fabric libraries with AI agents to automate design, content creation, and visual production.","Metaverse, Immersive Tech; Artificial Intelligence; Software Services; Retail Tech; Creative Economy; Digital Imaging; Data Analytics & Automation; Customer Experience & Retention - XR and Metaverse for Immersive Shopping; Customer Experience & Retention - Augmented reality/Virtual Reality; Augmented Reality (AR)"
LBS Technology,"22C-25, Hall 22",Morocco,"LBS Technology is an IT solutions company delivering software development, cybersecurity, big data & AI, infrastructure management, professional training, and IT consulting to help organizations innov",Cyber security; Software Services; Coding and Development; Networking & Infrastructure; Education Tech; Training materials; Performance management; Organisational strategy and development; Management and business skills; Machine Learning
Le Bijoutier,"23C-29, Hall 23",Morocco,"Le Bijoutier is the industry software for the emerging African market.<br />
It enables real-time tracking of every piece, every sale, and every gram of gold through a simple interface designed to mat",Software Services; Big Data & Analytics; Coding and Development; Cloud Services; Retail Tech; Cloud Solutions; Finance & Accounting Software; Data Analytics & Automation; Merchandise Planning & Inventory Management - Inventory Management; Java
Legal IQ,"22B-34, Hall 22",Morocco,"Legal IQ est la premiÃ¨re suite IA dÃ©diÃ©e au droit et Ã  la fiscalitÃ© marocains, conÃ§ue par des avocats et ingÃ©nieurs pour les professionnels du droit.<br />
Notre base de donnÃ©es est la plus co",
legalplus.ma,"22B-35, Hall 22",Morocco,"LegalPlus is an all-in-one platform that digitalizes the legal and administrative management of Moroccan companies, combining artificial intelligence with practical tools.<br />
<br />
It enables entr",Artificial Intelligence; Software Services; Cloud Services; Digital Finance; Finance & Accounting Software; Payments / Wallets / Exchange Gateways; Billing / Invoicing Software; Banking Solutions; Software as a Service - SaaS; Chatbots / Virtual Assistant
Lengo Pay,"17D-28, Hall 17",Morocco,"Lengo Pay is a pan-African payment gateway providing secure and scalable payment infrastructure for businesses across emerging markets. We enable SMEs, startups, NGOs, and enterprises to accept Mobile",Digital Finance; POS Machines & Payment Solutions; Payments / Wallets / Exchange Gateways; Payment Gateways; Open Banking / API; E-Wallets; E-Payment Solutions; E-Commerce Solutions; Digital Payment; Billing / Invoicing Software
lessan,"TBC, TBC",Morocco,"lessan. builds AI infrastructure for the 2 billion people who speak dialects that big tech ignores. In dozens of countries, people speak one language while their institutions operate in another. Every",Artificial Intelligence; Chatbots / Virtual Assistant; Speech Recognition; Natural Language Processing (NLP); Natural Language Generation (NLG); Data Extraction
Let's Connect Africa - Ca va Connecter,"9A-2, Hall 9",Morocco,"Let's Connect AFRICA - ÃA VA CONNECTER â Studio TV & rÃ©seautage stratÃ©gique pilotÃ©<br />
Le rendez-vous qui transforme la visibilitÃ© en opportunitÃ©s business<br />
<br />
OrganisÃ© dans le cad","Media, Marketing & Advertising Tech; Studio"
LeVert.ma,"10E-9, Hall 10",Morocco,"For over 10 years, LeVert.ma is Morocco's first independent online digital media dedicated to sustainability, energy transition, and digital innovation for sustainability. As a specialized media outle",Cyber security; Artificial Intelligence; AgriTech & FoodTech; Cloud Services; Adaptive Irrigation; Agri-Biometrics; AI-optimized Hardware; Autonomous Mobile Robots (AMRs); Autonomous Vehicles / Systems; Chatbots / Virtual Assistant
Liflo,"22D-31, Hall 22",Morocco,"LIFLO is an AI-powered clinical decision support system &#40;CDSS&#41; built exclusively for cardiology. Designed to assist cardiologists in high-stakes decisions, LIFLO analyzes patient records, ECGs",
Linkojob services,"22B-13, Hall 22",Morocco,"LinkoJob is a next-generation AI-powered recruitment platform designed to centralize, automate, and optimize the entire hiring process. Combining the capabilities of an ATS, a recruitment CRM, and adv",Software Services; Cloud Services; Application integration and infrastructure; Software as a Service - SaaS; Recruitment; HR Tech; Data Analytics & Automation; CRM (Customer Relationship Management) Software; Business Process Management
Lmarchi.ma,"22B-37, Hall 22",Morocco,"Aujourdâhui, les restaurants au Maroc perdent du temps et de lâargent Ã  cause dâun approvisionnement inefficace : trop de fournisseurs, des prix Ã©levÃ©s et aucune centralisation.<br />
<br />
",
LMPS,"7C-55, Hall 7",Morocco,"LMPS Group est le leader spÃ©cialisÃ© dans les mÃ©tiers de la CybersÃ©curitÃ© depuis plus de 15 ans.<br />
QualifiÃ© PASSI par la Direction GÃ©nÃ©rale de la SÃ©curitÃ© des SystÃ¨mes dâInformation, c","Cyber security; Business Continuity & Disaster Recovery Planning; Authentication User, Biometric Authentication and PKI; Applied Security; Application Security, Testing & Control; Application integration and infrastructure; Application Control; Anti-spam, Anti-Malware & Anti-Virus & Email Security; Telecommunication & Network Security; Software Development Security"
LocaleNLP,"22C-15, Hall 22",Morocco,"LocaleNLP is an AI startup building advanced Natural Language Processing (NLP) infrastructure for low-resource African languages. While most global AI systems are trained on Western-centric datasets, ","3D Printing & Printing Services; Digitization / services / tool and die making - Data and IT security, protection of intellectual property; Design & Product Development - Industrial design; Design & Product Development - Engineering and part design; Design & Product Development - Digitizing of Components; Apprenticeship, Training and Qualification; Digitization / services / tool and die making - Engineering; Digitization / services / tool and die making - Digitization and software"
Logistral,"22B-42, Hall 22",Morocco,"Logistral is an AI?powered logistics startup built for the Moroccan market, providing automated route planning, fleet management, and delivery tracking.<br />
The platform is organized around three co","Artificial Intelligence; Retail Tech; Chatbots / Virtual Assistant; Supply Chain & Logistics - Delivery & Returns, inc. Final Mile; Data & Analytics - Business Intelligence; Predictive APIs; Planning and Optimization; Neural Networks; Machine Learning"
LYFE MAROC,"22C-04, Hall 22",Morocco,"LYFE is building Morocco's first unified lifestyle discovery platform, combining restaurant reservations with real-time occupancy data, and event ticketing into one seamless mobile experience. Our AI ",Retail Tech; Data & Analytics - Business Intelligence; Data & Analytics - Big Data Analytics & Insights; Customer Experience & Retention - Loyalty Programmes; Customer Experience & Retention - CRM Systems; Customer Experience & Retention - Chatbots; Customer Experience & Retention - AI & Machine Learning
LYNE MEDICAL,"23D-32, Hall 23",Morocco,"LYNE MEDICAL is a fast-growing Moroccan startup building the future of dental clinics through a one-stop-shop model. We support dentists in launching, equipping, and scaling their practices by combini","HealthTech; Media, Marketing & Advertising Tech; Incubator/Accelerator/Investment; Education Tech; Ecommerce; Creativity & Design; Distribution; Digital Marketing; Customer Relationship & Experience Management - CRM & CEM; EdTech & Smart Classroom Solution"
LynESG,"23B-62, Hall 23",Morocco,"The Problem: Proving impact shouldn't paralyze a business. Yet, SMEs waste 5-6 staff for 2-3 months and â¬15k-â¬45k/year on un-auditable Excel sheets. Legacy tools ignore the African reality.<br />
",Artificial Intelligence; Software Services; Regulatory Technology; Cloud Services; Sustainability & Green Climate - Tech; ESG Business Services - Reporting Tools; ESG Business Services - Platform; ESG Business Services - Audit; ESG Business Services - Advisory; Data Analytics & Automation
Lyphon,"22B-08, Hall 22",Morocco,"Lyphon is a technology consulting and software company specialized in regulated industries, with a strong focus on life sciences. We design, develop, validate, and operate AI-powered, regulatory-compl",HealthTech; Artificial Intelligence; Software Services; Coding and Development; Cloud Services; ERP (Enterprise Resource Planning) Software; CRM (Customer Relationship Management) Software; Business Process Management; Business Intelligence Solutions; Application integration and infrastructure
Maamora,"22B-68, Hall 22",Morocco,"At Maamora we are selling same products with same quality and with less price . and it's not magic<br />
We use group buying model to reduces the costs for consumers and we help users get a group toge","Media, Marketing & Advertising Tech; Coding and Development; Digital Finance; Retail Tech; Ecommerce; Big Data / Digitisation / Analytics; Video Game Development; Gaming; Enterprise Applications; Data Sciences"
Mafqoodat,"20B-141, Hall 20",Morocco,"Mafqoodat is the first AI Lost & Found solution in Morocco & MENA Region<br />
<br />
For B2C:<br />
Designed as a centralized & secure digital platform & mobile Application to report lost item & anim","Media, Marketing & Advertising Tech; Artificial Intelligence; Smart Cities; Software Services; Big Data & Analytics; Application integration and infrastructure; Smart Services; Smart Digitial IoT Technology; UX & UI; Social Media Management & Monitoring"
Main Gate Agency,"TBC, TBC",Morocco,"Main Gate is building the well-being infrastructure for Morocco and the MEA region.<br />
<br />
We connect corporates, agencies, and well-being experts on a single platform â eliminating friction, ",HealthTech; Software Services; Healthcare Consultancy Service; HR Tech; Other Business
Maroc Cloud,"12D-25, Hall 12",Morocco,"Maroc Cloud is a certified Zendesk and Google Cloud partner helping organizations modernize customer experience and workplace productivity across Africa.<br />
<br />
Through strategic partnerships, M",
MAROC DATACENTER MDC,"13B-70, Hall 13",Morocco,"Maroc Datacenter MDC is a Moroccan company that provides secure datacenters and cloud services, including public and private cloud and managed services. Our mission at MDC is to deploy, manage, and ov",Data Centres; Training; Servers & Hardware; Security - Physical; Security - Data & Virtual; Power Management; Facilities Management; Disaster Recovery; Data Management Solutions; Consultancy
Maroc Numeric Cluster,"8E-6, Hall 8",Morocco,"Morocco Numeric Cluster, a non-profit association recognized as being of public interest, was established on November 24, 2010, at the initiative of stakeholders in the digital and ICT sectors in Moro",
Marrakech Fine Food,"12A-10, Hall 12",Morocco,"Le concept de MFF se distingue par sa diversitÃ© de produits de haute qualitÃ©. Du thÃ© parfumÃ© aux arÃ´mes envoÃ»tants, des cafÃ©s soigneusement torrÃ©fiÃ©s, des sablÃ©s et gaufrettes croustillants,",Smart Manufacturing; Retail Tech; Customer Experience & Retention - Loyalty Programmes; Customer Experience & Retention - XR and Metaverse for Immersive Shopping; Additive Manufacturing; Industrial IoT (IIoT) & Connectivity; Intelligent Supply Chain
Mastercard Foundation,"11D-20, Hall 11",Morocco,"The Mastercard Foundation EdTech Fellowship â Morocco is a 5-year acceleration program implemented by LaStartupStation, supporting high-potential, youth-led EdTech startups.<br />
<br />
The program",
MATHSCAN,"23C-07, Hall 23",Morocco,"Mathematics by nature is an interconnected subject. A small skills gap quickly becomes a gaping hole as new concepts are introduced. Thus, many low confident, frustrated and disengaged students are le",Artificial Intelligence; Big Data & Analytics; Education Tech; Artificial Intelligence; Speech Recognition; Content Creation; Virtual classroom technology and services; Video for learning; STEAM Education & Robotics; Specialist learning systems
MAWA ELECTRIC,"12C-50, Hall 12",Morocco,"MAWA ELECTRIC is a Moroccan African company specializing in the import and distribution of expertly engineered electrical solutions, built on cutting?edge technology and a consistent level of excellen",5G & Telecommunications; Data Centres; Telecommunication Integration & Equipment Services; Processing Systems; Mobile Telecommunications & 5G; Marine Communication Equipment & Services; Fixed Line Telecommunications; Data Centres; Communication Equipment; Cabling
Mediarep,"16D-60, Hall 16",Morocco,,
Medias24,"1A-1, Hall 1",Morocco,"www.medias24.com est un portail indÃ©pendant d'information Ã©conomique en continu. Il est engagÃ© en faveur d'une vision moderne, libÃ©rale et sociale du Maroc.<br />
MÃ©dias24 est un journal Ã©conomi","Media, Marketing & Advertising Tech; Creative Economy; Advertising; Video; TV/Radio; Electronic Publishing; Studio; Public Relations & Communications; Media Publishing; Event Management"
mediavalley,TBC,Morocco,MediaValley is a Morocco-based audiovisual production and digital marketing agency dedicated to helping brands grow through powerful visual storytelling and strategic content creation. We specialize i,"Coding and Development; Media, Marketing & Advertising Tech; Digital Marketing; Content Marketing; Content Creation; Branding & Design; Audio, Pod Casts & Video Marketing; Web Development"
Medicom,"23D-33, Hall 23",Morocco,"Medicom is an all-in-one, multi-tenant SaaS platform designed to digitalize and scale healthcare practices across Morocco and Africa. We solve the core administrative challenges faced by doctors, dent","HealthTech; Media, Marketing & Advertising Tech; 3D Printing & Printing Services; Coding and Development; Creative Economy; Design & Product Development - Optimization Services; Digitization / services / tool and die making - Digitization and software; Artificial Intelligence; Web Development; Advertising"
Medivue,"TBC, TBC",Morocco,Medivue is a healthtech company transforming hospital sterilization through AI-powered surgical instrument traceability. Its platform combines computer vision and smart scanning stations to automatica,Artificial Intelligence; AI-optimized Hardware; Computer Vision; Machine Learning
MIFA MUSIQUE,"17D-40, Hall 17",Morocco,"MIFA MUSIQUE is a leading Moroccan distributor of musical instruments and professional audio solutions, serving musicians, institutions, integrators, and cultural organizations across the country. Wit",
MILKIYA,"22B-55, Hall 22",Morocco,Milkiya is buildingÂ the next-generation real estate networkÂ in Morocco and beyond â empowering independent agents withÂ a proven digital infrastructureÂ and aÂ revenue-sharing ecosystemÂ to transf,Software Services; PropTech; Big Data & Analytics; Coding and Development; Ecommerce; Mobile Applications; ERP (Enterprise Resource Planning) Software; CRM (Customer Relationship Management) Software; Marketplaces; Listings & Brokerage Tech
MINISTRY MOU STAGE,"8B-40, Hall 8",Morocco,,
MintHR,"22B-20, Hall 22",Morocco,"MintHR is a modern HR Management System, the platform that organizes and automates everything related to people in a company. Think of it as the operating system for HR: the single source of truth for",Software Services; Cloud Services; Software as a Service - SaaS; HR Tech
Mizan AI,"23B-13, Hall 23",Morocco,"Restaurants today rely on multiple disconnected tools and informal communication channels, leading to inefficiencies, misalignment, and constant operational stress. Mizan solves this by centralizing t",Artificial Intelligence; Software Services; Retail Tech; HR Tech; Store Operations - Queuing Management; Employee Management - HR Management; Planning and Optimization
MOBIBLANC,"13C-10, Hall 13",Morocco,"Notre mission est d'accompagner les entreprises dans leur transition numÃ©rique grÃ¢ce Ã  notre expertise en solutions de delivery digital.<br />
<br />
Notre approche repose sur une collaboration Ã©t",Artificial Intelligence; 5G & Telecommunications; Big Data & Analytics; Blockchain; AgriTech & FoodTech; Deep Learning Platforms; Data Extraction; Content Creation; Computer Vision; Cognitive computing
MOBILITICS,"20B-145, Hall 20",Morocco,"Mobilitics offers an innovative AI-powered platform for Smart City and Smart Retail solutions, 100% developed in Morocco at Technopark Casablanca. Our computer vision technology analyzes real-time ped",Artificial Intelligence; Machine Learning; Deep Learning Platforms; Computer Vision
MODCOD,"7C-30, Hall 7",Morocco,"Founded in 2018 in Morocco, Modcod specializes in integrating Cybersecurity and Connectivity solutions.<br />
<br />
With the expertise and mobility of our teams, both locally and internationally, Mod",Blockchain; Ecommerce; Security / Cybersecurity; Security / Cybersecurity
Moors surf tech,"TBC, TBC",Morocco,"With 15 years surf industry expertise working with all stakeholders: manufacturers. B2B, surf schools, surf camp holidays, B2C, pro surfers...as a brand deployed in multiple market, we realized that t","Media, Marketing & Advertising Tech; Consumer Tech, Smart Home & Smart Workplace; Education Tech; Sports; Sports Goods & Sports Wear; Sporting Infrastructure; Leisure, Health & Lifestyle Wearables; Electronic Components (Connection Devices, Electron Tubes, Etc)"
MoraKaba,"19C-29.1, Hall 19",Morocco,"Morakaba is an AI-powered RegTech platform designed to modernize compliance infrastructure for banks, fintechs, and regulators across Africa and the Middle East.<br />
<br />
Financial compliance is b",Artificial Intelligence; PropTech; Big Data & Analytics; Regulatory Technology; Digital Finance; Legal Tech; Research & Development; RegTech / Audit / Regulatory Compliance; Identity / Trust / Authentication; E-KYC
Morocco E-gov,"9C-30, Hall 9",Morocco,,
Morocco Fintech Center (MFC,"16B-16, Hall 16",Morocco,"Morocco Fintech Center (MFC) is the national platform dedicated to structuring and accelerating Moroccoâs fintech ecosystem. Established as a public-private initiative, it brings together key stakeh",
MOROCCO RADIO TELECOM,"12B-10, Hall 12",Morocco,"Moratel, opÃ©rateur de communication critique et sÃ©curisÃ©e, agrÃ©Ã© ANRT depuis 2001<br />
Plus de 20 ans dâexpÃ©rience en sÃ©curitÃ© publique, OIV et entreprises critiques.<br />
<br />
Expertise",Mobile Accessories & Peripherals; Cyber security; 5G & Telecommunications; Telecommunication & Network Security; Security Architecture & Design; Ransomware; Phishing; Operations Security; Network & Infrastructure Security; Cloud Security
Morocco World News,"16D-80, Hall 15",Morocco,"Morocco World News is committed to delivering news about Morocco and the region to a wide audience without bias or political agenda. We prioritize transparency, clarity, and accountability, ensuring i","Media, Marketing & Advertising Tech; Public Relations & Communications; Media Publishing; Event Management; Digital Marketing; Content Marketing; Branding & Design"
Mouja,"22C-11, Hall 22",Morocco,"Mouja is a digital platform dedicated to surf tourism in Morocco, connecting travelers with curated surf camps, experiences, and coastal destinations. The platform simplifies trip planning by offering","Media, Marketing & Advertising Tech; Artificial Intelligence; Software Services; Big Data & Analytics; Ecommerce; Real-Time Analytics; Data Visualisation; Data Analytics; Planning and Optimization; Natural Language Processing (NLP)"
Mr.Genius,TBC,Morocco,"Mr Genius Fablab is an innovation and educational hub based in Oujda, Morocco, focused on making robotics, artificial intelligence, and digital fabrication accessible to students and young innovators.",Artificial Intelligence; 3D Printing & Printing Services; AgriTech & FoodTech; Education Tech; Optical character recognition (OCR); Neural Networks; AI-optimized Hardware; Cloud Solutions; Clean label management; Bioreactors
Mr3Bridge,"23C-17, Hall 23",Morocco,?Mr3Bridge is a digital marketplace connecting companies with professional recruitment experts. Our mission is to transform talent acquisition by automating the entire process. With features like inte,HealthTech; Artificial Intelligence; Software Services; Cloud Services; Education Tech; HR Tech; Government; HR systems and services; Total Solution Provider; Recruitment
MTDS,"4A-4, Hall 4",Morocco,"At MTDS, we are a pioneering information technology and development consulting firm headquartered in Rabat, Morocco. Renowned as an Internet Service Provider (ISP), we are distinguished by our unparal",Internet of Things (IOT); Cyber security; Networking & Infrastructure; Data Centres; Telecommunication Platforms; Switches; Storage Facilities; Routers; Physical Servers; Intrusion Detection Systems
MVR World,"22C-33, Hall 22",Morocco,"MVR World creates immersive digital experiences that transform how businesses showcase their spaces, products, and services. Through virtual tours and interactive content, we help brands attract, enga","Metaverse, Immersive Tech; Cloud Services; Retail Tech; Education Tech; Ecommerce; Supply Chain & Logistics - Delivery & Returns, inc. Final Mile; Store Operations - Automation; E-commerce & M-commerce - User Experience & UX Design; E-commerce & M-commerce - Social Commerce; E-commerce & M-commerce - Multi-Channel Solutions"
MX4 AI,"23B-76, Hall 23",Morocco,"MX4 AI is a Moroccan sovereign AI Startup. We have built a fully local AI infrastructure platform that allows MENA organizations to run powerful LLMs and advanced AI systems on-premise, with zero data",Cyber security; Artificial Intelligence; Big Data & Analytics; Software Development Security; Security Architecture & Design; Network & Infrastructure Security; Cloud Security; Application integration and infrastructure; Cloud Solutions; Speech Recognition
MyFRESH,"20D-128, Hall 20",Morocco,"We are a professional laundry and home care service based in Tangier. We provide high-quality cleaning, washing, and household maintenance services for both individuals and businesses. We also offer d",Ecommerce; Platforms
Mylegal,"22B-30, Hall 22",Morocco,"Mylegal is a Moroccan legaltech platform that simplifies business creation and legal management for entrepreneurs and SMEs. Through an intuitive SaaS solution, users can incorporate their company, gen",
N+ONE DATACENTERS,"14C-20, Hall 14",Morocco,N+ONE DATACENTERS delivers resilient and scalable infrastructures to address the mission-critical demands of modern enterprises. Our state-of-the-art facilities are equipped with advanced technology a,
NARSA,"15C-30, Hall 15",Morocco,The National Road Safety Agency (NARSA) is Moroccoâs public institution responsible for leading and coordinating the national road safety strategy. Its main mission is to reduce the number and sever,
Naturaledger,"22D-15, Hall 22",Morocco,"NaturaLedger is the digital infrastructure for high-integrity nature-based carbon markets. It is the only digital MRV platform covering the full carbon credit value chain in a single stack, from proje",Artificial Intelligence; Big Data & Analytics; Blockchain; Sustainability & Green Climate - Tech; Smart Contracts; Payments / Wallets / Exchange Gateways; Real-Time Analytics; Sustainable Systems - Climate Intelligence; Sustainable Systems - Carbon Tech; Sustainable Systems - Carbon Marketplace & Offset
Navatech,"22C-08, Hall 22",Morocco,"Navatech is a Moroccan hospitality technology company building SmartPath, an agent-as-a-service platform designed to help independent hotels, riads, and guesthouses operate smarter, improve guest comm","Media, Marketing & Advertising Tech; Big Data & Analytics; Cloud Services; Artificial Intelligence; Software as a Service - SaaS; Artificial Intelligence"
Naya Express,"20D-67, Hall 20",Morocco,"NAYA EXPRESS : LâIntelligence Artificielle au service de la logistique africaine<br />
NAYA EXPRESS redÃ©finit la supply chain en Afrique grÃ¢ce Ã  un Ã©cosystÃ¨me technologique innovant.<br />
Notr","Digital Finance; Retail Tech; Ecommerce; Future Mobility & Transportation; Artificial Intelligence; V-Commerce & Dealer Commerce; Fleet Management; Fleet & Logistics Solutions; Web App, Design and Development; Supply Chain Solutions"
NEO TECH IT,"11D-40, Hall 11",Morocco,"Neo Tech iT:The Excellence of Technology Consulting, the Power of Software Engineering, and the Boldness of an AI Pioneer.<br />
Since 2015, Neo Tech iT has been an international software engineering ",Artificial Intelligence; Software Services; Coding and Development; Cloud Services; Cloud Computing; Blockchain; Backend Development; Artificial Intelligence; DevOps; Cybersecurity
